X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22
SUPPLIER110,ITEM_2180,10000,EACH,0.02,160,132500,540.8,5000,5000,1,2120,SITE2,BUYER11,MRP,1061,90,5x per week,10.816,100,100,21.22
SUPPLIER165,ITEM_2755,2000,PIECE,0.08,160,8000,32.7,8000,8000,17,640,SITE2,BUYER12,MRP,667,0,5x per week,2.616,640,640,53.36
SUPPLIER4,ITEM_4574,5,GALLON,31.71,158.55,70,0.3,5,5,7,2219.7,SITE4,BUYER2,MRP,4,93.8,1x per week,9.513,158.55,158.55,126.84
SUPPLIER35,ITEM_3249,1500,EACH,0.11,157.5,12000,49,1500,1500,5,1260,SITE2,BUYER7,MRP,115,94.1,5x per week,5.39,165,165,12.65
SUPPLIER32,ITEM_2442,300,EACH,0.52,157.2,1600,6.5,100,100,7,838.4,SITE10,BUYER4,MRP,200,93.5,2x per week,3.38,52,52,104
SUPPLIER205,ITEM_1027,1200,FOOT,0.13,157.2,12600,51.4,600,600,5,1650.6,SITE2,BUYER6,MRP,600,75,5x per week,6.682,78,78,78
SUPPLIER276,ITEM_5988,27,EACH,5.78,156.06,123,0.5,20,20,10,710.94,SITE3,BUYER4,MRP,1,90.9,2x per week,2.89,115.6,115.6,5.78
SUPPLIER129,ITEM_3807,3000,EACH,0.05,156,24000,98,3000,3000,4,1248,SITE4,BUYER3,MRP,147,92.3,2x per week,4.9,150,150,7.35
SUPPLIER26,ITEM_1478,100,PIECE,1.56,156,1800,7.3,50,50,6,2808,SITE10,BUYER2,MRP,50,1.4,2x per week,11.388,78,78,78
SUPPLIER35,ITEM_1763,200,PIECE,0.77,154.8,10600,43.3,200,200,5,8204.4,SITE2,BUYER7,MRP,130,94.7,5x per week,33.341,154,154,100.1
SUPPLIER26,ITEM_1486,100,PIECE,1.55,154.5,500,2,50,50,6,772.5,SITE10,BUYER2,MRP,12,77.8,2x per week,3.1,77.5,77.5,18.6
SUPPLIER35,ITEM_3299,600,EACH,0.26,153,40200,164.1,600,300,6,10251,SITE4,BUYER7,MRP,481,100,5x per week,42.666,156,78,125.06
SUPPLIER196,ITEM_1958,1000,PIECE,0.15,153,19000,77.6,1000,1000,15,2907,SITE2,BUYER11,MRP,300,35.3,2x per week,11.64,150,150,45
SUPPLIER187,ITEM_5591,4500,PIECE,0.03,153,40500,165.3,3000,1500,5,1377,SITE3,BUYER3,MRP,1500,100,5x per week,4.959,90,45,45
SUPPLIER171,ITEM_6011,500,PIECE,0.3,150,5500,22.4,500,500,19,1650,SITE6,BUYER7,MRP,250,78.9,5x per week,6.72,150,150,75
SUPPLIER144,ITEM_3265,50,PIECE,2.96,148.1,350,1.4,50,50,3,1036.7,SITE2,BUYER7,MRP,3,61.1,5x per week,4.144,148,148,8.88
SUPPLIER110,ITEM_2317,2500,PIECE,0.06,147.5,40000,163.3,2500,2500,6,2360,SITE1,BUYER11,MRP,100,100,5x per week,9.798,150,150,6
SUPPLIER35,ITEM_3182,80,PIECE,1.81,145.04,560,2.3,80,80,5,1015.28,SITE2,BUYER7,MRP,5,100,5x per week,4.163,144.8,144.8,9.05
SUPPLIER287,ITEM_5536,1000,PIECE,0.15,145,1000,4.1,2000,2000,5,145,SITE1,BUYER4,MRP,100,100,5x per week,0.615,300,300,15
SUPPLIER272,ITEM_4691,6000,FOOT,0.02,144,24000,98,6000,6000,5,576,SITE2,BUYER5,MRP,436,83.3,1x per week,1.96,120,120,8.72
SUPPLIER83,ITEM_2371,600,EACH,0.24,144,4200,17.1,600,600,5,1008,SITE2,BUYER4,MRP,44,0,1x per week,4.104,144,144,10.56
SUPPLIER187,ITEM_5690,3120,INCH,0.05,143.52,6240,25.5,3120,3120,21,287.04,SITE3,BUYER3,MRP,535,50,5x per week,1.275,156,156,26.75
SUPPLIER276,ITEM_2646,50,EACH,2.87,143.5,270,1.1,50,50,6,774.9,SITE8,BUYER4,MRP,3,100,2x per week,3.157,143.5,143.5,8.61
SUPPLIER9,ITEM_5537,1000,PIECE,0.14,141,3000,12.2,1000,1000,10,423,SITE1,BUYER1,MRP,12,75,1x per week,1.708,140,140,1.68
SUPPLIER129,ITEM_3729,200,EACH,0.7,140,6200,25.3,100,100,3,4340,SITE2,BUYER3,MRP,84,70.9,2x per week,17.71,70,70,58.8
SUPPLIER202,ITEM_1087,200,PIECE,0.7,140,800,3.3,100,100,6,560,SITE2,BUYER4,MRP,12,90,1x per week,2.31,70,70,8.4
SUPPLIER110,ITEM_2191,10000,PIECE,0.01,140,60000,244.9,10000,10000,2,840,SITE12,BUYER11,MRP,490,100,5x per week,2.449,100,100,4.9
SUPPLIER22,ITEM_2721,75,PIECE,1.84,138.08,2475,10.1,150,150,5,4556.48,SITE2,BUYER7,MRP,29,96.9,2x per week,18.584,276,276,53.36
SUPPLIER22,ITEM_3340,75,EACH,1.83,137.1,3525,14.4,75,75,5,6443.7,SITE2,BUYER7,MRP,52,94.8,2x per week,26.352,137.25,137.25,95.16
SUPPLIER278,ITEM_2012,300,PIECE,0.45,135.9,13000,53.1,100,100,5,5889,SITE2,BUYER12,MRP,105,62,1x per week,23.895,45,45,47.25
SUPPLIER239,ITEM_5884,1000,PIECE,0.14,135,15000,61.2,4000,4000,10,2025,SITE1,BUYER11,MRP,159,85.7,1x per week,8.568,560,560,22.26
SUPPLIER110,ITEM_2134,7500,EACH,0.02,135,120000,489.8,2500,2500,3,2160,SITE10,BUYER11,MRP,816,100,5x per week,9.796,50,50,16.32
SUPPLIER85,ITEM_5472,1600,FOOT,0.08,134.4,5600,22.9,800,800,10,470.4,SITE1,BUYER5,MRP,1600,100,2x per week,1.832,64,64,128
SUPPLIER35,ITEM_2487,200,PIECE,0.67,133.2,1200,4.9,200,200,5,799.2,SITE2,BUYER7,MRP,18,100,3x per week,3.283,134,134,12.06
SUPPLIER187,ITEM_5678,7800,INCH,0.02,132.6,70200,286.5,7800,7800,5,1193.4,SITE3,BUYER3,MRP,1560,100,5x per week,5.73,156,156,31.2
SUPPLIER32,ITEM_6107,1000,PIECE,0.13,132,4000,16.3,1000,1000,7,528,SITE6,BUYER4,MRP,49,57.1,2x per week,2.119,130,130,6.37
SUPPLIER103,ITEM_1940,4,PIECE,33,132,16,0.1,1,1,30,528,SITE2,BUYER4,MRP,1,63.2,1x per week,3.3,33,33,33
SUPPLIER35,ITEM_2486,200,PIECE,0.66,131.8,3200,13.1,200,200,5,2108.8,SITE2,BUYER7,MRP,40,94.3,3x per week,8.646,132,132,26.4
SUPPLIER35,ITEM_2485,200,PIECE,0.65,130.6,6200,25.3,200,200,5,4048.6,SITE2,BUYER7,MRP,67,95.4,3x per week,16.445,130,130,43.55
SUPPLIER274,ITEM_6787,1000,PIECE,0.13,130,9000,36.7,500,500,10,1170,SITE1,BUYER7,MRP,318,95.8,1x per week,4.771,65,65,41.34
SUPPLIER110,ITEM_2159,10000,PIECE,0.01,130,140000,571.4,10000,10000,3,1820,SITE10,BUYER11,MRP,1143,100,5x per week,5.714,100,100,11.43
SUPPLIER110,ITEM_2176,13000,EACH,0.01,130,286000,1167.3,13000,13000,1,2860,SITE2,BUYER11,MRP,3184,100,5x per week,11.673,130,130,31.84
SUPPLIER274,ITEM_6788,1000,PIECE,0.13,130,5000,20.4,500,500,11,650,SITE3,BUYER7,MRP,400,80,1x per week,2.652,65,65,52
SUPPLIER110,ITEM_2184,5000,EACH,0.03,130,70000,285.7,5000,5000,2,1820,SITE12,BUYER11,MRP,531,96.2,5x per week,8.571,150,150,15.93
SUPPLIER144,ITEM_3122,100,PIECE,1.28,127.7,2400,9.8,100,100,3,3064.8,SITE2,BUYER7,MRP,23,6.5,2x per week,12.544,128,128,29.44
SUPPLIER144,ITEM_1813,600,PIECE,0.21,127.2,1000,4.1,200,200,11,212,SITE4,BUYER7,MRP,29,57.1,3x per week,0.861,42,42,6.09
SUPPLIER186,ITEM_5491,7020,INCH,0.02,126.36,105300,429.8,7020,7020,6,1895.4,SITE6,BUYER10,MRP,7020,85.3,5x per week,8.596,140.4,140.4,140.4
SUPPLIER231,ITEM_5830,1375,PIECE,0.09,125.13,5725,23.4,2000,2000,5,520.98,SITE3,BUYER6,MRP,200,33.3,3x per week,2.106,180,180,18
SUPPLIER110,ITEM_2298,2500,EACH,0.05,125,12500,51,100,100,6,625,SITE12,BUYER11,MRP,300,100,1x per week,2.55,5,5,15
SUPPLIER29,ITEM_6711,100,PIECE,1.25,124.6,700,2.9,100,100,10,872.2,SITE3,BUYER2,MRP,5,80,2x per week,3.625,125,125,6.25
SUPPLIER235,ITEM_3569,300,PIECE,0.42,124.5,900,3.7,300,300,6,373.5,SITE4,BUYER7,MRP,7,80,1x per week,1.554,126,126,2.94
SUPPLIER67,ITEM_1390,200,EACH,0.61,122.8,3300,13.5,100,100,10,2026.2,SITE2,BUYER6,MRP,50,84.7,5x per week,8.235,61,61,30.5
SUPPLIER103,ITEM_1938,3,PIECE,40.7,122.1,5,0,1,1,30,203.5,SITE2,BUYER4,MRP,1,36.4,1x per week,0,40.7,40.7,40.7
SUPPLIER276,ITEM_5945,20,EACH,6.09,121.8,100,0.4,20,20,10,609,SITE1,BUYER4,MRP,1,80,2x per week,2.436,121.8,121.8,6.09
SUPPLIER51,ITEM_3478,325,EACH,0.37,120.9,13975,57,325,325,3,5198.7,SITE2,BUYER7,MRP,199,28.7,5x per week,21.09,120.25,120.25,73.63
SUPPLIER117,ITEM_5638,350,PIECE,0.35,120.75,350,1.4,350,350,6,120.75,SITE3,BUYER1,MRP,4,100,1x per week,0.49,122.5,122.5,1.4
SUPPLIER239,ITEM_4159,7100,EACH,0.02,120.7,63900,260.8,7100,7100,6,1086.3,SITE4,BUYER11,MRP,1935,100,1x per week,5.216,142,142,38.7
SUPPLIER196,ITEM_1805,5000,PIECE,0.02,120,40000,163.3,5000,5000,6,960,SITE12,BUYER11,MRP,490,78.6,2x per week,3.266,100,100,9.8
SUPPLIER110,ITEM_2135,10000,EACH,0.01,120,45000,183.7,10000,10000,2,540,SITE8,BUYER11,MRP,449,100,5x per week,1.837,100,100,4.49
SUPPLIER22,ITEM_2760,375,PIECE,0.32,119.25,21150,86.3,75,75,5,6725.7,SITE2,BUYER7,MRP,222,84.8,2x per week,27.616,24,24,71.04
SUPPLIER67,ITEM_0525,400,PIECE,0.29,117.2,5100,20.8,100,100,10,1494.3,SITE2,BUYER6,MRP,300,86.2,5x per week,6.032,29,29,87
SUPPLIER35,ITEM_2502,200,PIECE,0.58,115.6,400,1.6,200,200,6,231.2,SITE12,BUYER7,MRP,4,100,5x per week,0.928,116,116,2.32
SUPPLIER239,ITEM_4153,11,ROLL,10.5,115.5,36,0.1,24,12,5,378,SITE3,BUYER11,MRP,8,100,1x per week,1.05,252,126,84
SUPPLIER110,ITEM_2142,5000,EACH,0.02,115,10000,40.8,5000,5000,2,230,SITE12,BUYER11,MRP,41,100,5x per week,0.816,100,100,0.82
SUPPLIER276,ITEM_5746,100,EACH,1.15,115,100,0.4,100,100,12,115,SITE6,BUYER4,MRP,5,100,2x per week,0.46,115,115,5.75
SUPPLIER276,ITEM_5777,50,PIECE,2.29,114.5,3000,12.2,50,50,10,6870,SITE3,BUYER4,MRP,39,87.2,2x per week,27.938,114.5,114.5,89.31
SUPPLIER110,ITEM_5808,6000,EACH,0.02,114,114000,465.3,1000,1000,4,2166,SITE6,BUYER11,MRP,1550,100,5x per week,9.306,20,20,31
SUPPLIER110,ITEM_2208,2500,EACH,0.05,112.5,15000,61.2,2500,2500,1,675,SITE2,BUYER11,MRP,41,100,5x per week,3.06,125,125,2.05
SUPPLIER24,ITEM_5869,28,PIECE,3.98,111.44,99,0.4,30,30,11,394.02,SITE3,BUYER2,MRP,20,66.7,5x per week,1.592,119.4,119.4,79.6
SUPPLIER32,ITEM_2438,50,EACH,2.21,110.7,100,0.4,50,50,6,221.4,SITE12,BUYER4,MRP,1,100,2x per week,0.884,110.5,110.5,2.21
SUPPLIER284,ITEM_6510,18432,INCH,0.01,110.59,73728,300.9,18432,18432,7,442.37,SITE3,BUYER10,MRP,4800,50,5x per week,3.009,184.32,184.32,48
SUPPLIER110,ITEM_2175,10000,EACH,0.01,110,660000,2693.9,10000,10000,1,7260,SITE2,BUYER11,MRP,1583,86.1,5x per week,26.939,100,100,15.83
SUPPLIER10,ITEM_6560,2000,PIECE,0.06,110,46000,187.8,500,500,10,2530,SITE3,BUYER1,MRP,429,57.6,2x per week,11.268,30,30,25.74
SUPPLIER276,ITEM_5945,18,EACH,6.09,109.62,24,0.1,20,20,10,146.16,SITE3,BUYER4,MRP,1,100,2x per week,0.609,121.8,121.8,6.09
SUPPLIER24,ITEM_0380,20,PIECE,5.37,107.44,160,0.7,10,10,7,859.52,SITE10,BUYER2,MRP,2,66.7,5x per week,3.759,53.7,53.7,10.74
SUPPLIER196,ITEM_5803,50,EACH,2.14,107,50,0.2,50,50,21,107,SITE3,BUYER11,MRP,10,100,2x per week,0.428,107,107,21.4
SUPPLIER32,ITEM_2446,50,EACH,2.11,105.7,1500,6.1,50,50,6,3171,SITE4,BUYER4,MRP,20,81.7,2x per week,12.871,105.5,105.5,42.2
SUPPLIER32,ITEM_2443,50,EACH,2.11,105.7,400,1.6,50,50,7,845.6,SITE10,BUYER4,MRP,4,92.3,2x per week,3.376,105.5,105.5,8.44
SUPPLIER32,ITEM_2447,50,EACH,2.11,105.7,100,0.4,50,50,6,211.4,SITE12,BUYER4,MRP,1,100,2x per week,0.844,105.5,105.5,2.11
SUPPLIER144,ITEM_3222,200,PIECE,0.52,104.8,5600,22.9,100,100,3,2934.4,SITE2,BUYER7,MRP,123,11.9,5x per week,11.908,52,52,63.96
SUPPLIER24,ITEM_0390,20,PIECE,5.23,104.6,80,0.3,10,10,7,418.4,SITE10,BUYER2,MRP,10,88.9,5x per week,1.569,52.3,52.3,52.3
SUPPLIER35,ITEM_4376,2000,PIECE,0.05,104,40000,163.3,2000,2000,7,2080,SITE10,BUYER7,MRP,414,100,5x per week,8.165,100,100,20.7
SUPPLIER92,ITEM_6573,2200,PIECE,0.05,103.4,33200,135.5,2200,2200,12,1560.4,SITE6,BUYER3,MRP,720,94.7,1x per week,6.775,110,110,36
SUPPLIER85,ITEM_4875,360,FOOT,0.29,103.32,4680,19.1,360,360,5,1343.16,SITE2,BUYER5,MRP,189,84.2,2x per week,5.539,104.4,104.4,54.81
SUPPLIER276,ITEM_5743,50,PIECE,2.04,102,450,1.8,50,50,10,918,SITE1,BUYER4,MRP,20,66.7,2x per week,3.672,102,102,40.8
SUPPLIER22,ITEM_2744,75,PIECE,1.36,101.93,4875,19.9,75,75,5,6625.13,SITE2,BUYER7,MRP,51,92.6,2x per week,27.064,102,102,69.36
SUPPLIER144,ITEM_5883,1000,PIECE,0.1,100,6000,24.5,1000,1000,15,600,SITE1,BUYER7,MRP,250,20,5x per week,2.45,100,100,25
SUPPLIER110,ITEM_2232,880,EACH,0.11,99.44,1600,6.5,1500,1500,2,180.8,SITE8,BUYER11,MRP,1,100,5x per week,0.715,165,165,0.11
SUPPLIER32,ITEM_0039,50,EACH,1.94,96.85,150,0.6,50,50,6,290.55,SITE8,BUYER4,MRP,5,100,2x per week,1.164,97,97,9.7
SUPPLIER231,ITEM_5470,5,PIECE,19.26,96.3,25,0.1,5,5,4,481.5,SITE1,BUYER6,MRP,1,100,3x per week,1.926,96.3,96.3,19.26
SUPPLIER202,ITEM_1089,200,PIECE,0.48,96,7600,31,100,100,6,3648,SITE2,BUYER4,MRP,100,68.7,1x per week,14.88,48,48,48
SUPPLIER32,ITEM_1428,20,EACH,4.74,94.8,320,1.3,20,20,6,1516.8,SITE8,BUYER4,MRP,5,59.4,2x per week,6.162,94.8,94.8,23.7
SUPPLIER196,ITEM_1384,100,EACH,0.95,94.8,1300,5.3,100,100,6,1232.4,SITE12,BUYER11,MRP,16,68,2x per week,5.035,95,95,15.2
SUPPLIER35,ITEM_2478,400,PIECE,0.24,94,13600,55.5,200,200,5,3196,SITE2,BUYER7,MRP,171,87.1,3x per week,13.32,48,48,41.04
SUPPLIER219,ITEM_3814,11750,EACH,0.01,94,259500,1059.2,12000,12000,11,2076,SITE3,BUYER11,MRP,6098,95,3x per week,10.592,120,120,60.98
SUPPLIER186,ITEM_5418,3120,INCH,0.03,93.6,6240,25.5,3120,3120,15,187.2,SITE6,BUYER10,MRP,1560,0,5x per week,0.765,93.6,93.6,46.8
SUPPLIER22,ITEM_2732,150,PIECE,0.62,93.6,3825,15.6,75,75,5,2386.8,SITE2,BUYER7,MRP,53,93.8,2x per week,9.672,46.5,46.5,32.86
SUPPLIER276,ITEM_5738,100,PIECE,0.93,93.2,850,3.5,50,50,7,792.2,SITE6,BUYER4,MRP,10,89.7,2x per week,3.255,46.5,46.5,9.3
SUPPLIER246,ITEM_5230,125,PIECE,0.74,92.75,1625,6.6,125,125,7,1205.75,SITE2,BUYER7,MRP,47,54.2,5x per week,4.884,92.5,92.5,34.78
SUPPLIER110,ITEM_2210,4000,EACH,0.02,92,124000,506.1,4000,4000,2,2852,SITE4,BUYER11,MRP,371,100,5x per week,10.122,80,80,7.42
SUPPLIER178,ITEM_1990,20,PIECE,4.6,92,150,0.6,20,1,11,690,SITE8,BUYER4,MRP,3,100,5x per week,2.76,92,4.6,13.8
SUPPLIER276,ITEM_5739,50,PIECE,1.82,91,700,2.9,50,50,10,1274,SITE1,BUYER4,MRP,7,90.9,2x per week,5.278,91,91,12.74
SUPPLIER35,ITEM_3312,300,EACH,0.3,88.5,2550,10.4,150,150,6,752.25,SITE4,BUYER7,MRP,29,100,5x per week,3.12,45,45,8.7
SUPPLIER187,ITEM_5697,1500,PIECE,0.06,85.5,6750,27.6,375,375,5,384.75,SITE3,BUYER3,MRP,750,88.6,5x per week,1.656,22.5,22.5,45
SUPPLIER67,ITEM_1200,400,EACH,0.21,84,12000,49,400,400,10,2520,SITE2,BUYER6,MRP,200,79.7,5x per week,10.29,84,84,42
SUPPLIER67,ITEM_1207,400,EACH,0.21,84,4400,18,400,400,10,924,SITE2,BUYER6,MRP,100,94.4,5x per week,3.78,84,84,21
SUPPLIER16,ITEM_6441,3000,EACH,0.03,84,51000,208.2,3000,3000,5,1428,SITE3,BUYER11,MRP,400,94.1,5x per week,6.246,90,90,12
SUPPLIER276,ITEM_5734,100,PIECE,0.83,82.6,804,3.3,100,100,10,664.1,SITE3,BUYER4,MRP,10,56.3,2x per week,2.739,83,83,8.3
SUPPLIER112,ITEM_2287,1500,EACH,0.06,82.5,3000,12.2,1500,1500,5,165,SITE2,BUYER11,MRP,100,0,2x per month,0.732,90,90,6
SUPPLIER239,ITEM_4133,1000,PIECE,0.08,80,5000,20.4,1000,1000,7,400,SITE6,BUYER11,MRP,98,91.7,1x per week,1.632,80,80,7.84
SUPPLIER35,ITEM_3255,5000,PIECE,0.02,80,75000,306.1,5000,5000,5,1200,SITE2,BUYER7,MRP,694,87.5,5x per week,6.122,100,100,13.88
SUPPLIER144,ITEM_3094,300,PIECE,0.26,78.9,8100,33.1,100,100,3,2130.3,SITE2,BUYER7,MRP,275,17.1,5x per week,8.606,26,26,71.5
SUPPLIER186,ITEM_5412,2808,INCH,0.03,78.62,13572,55.4,5460,5460,15,380.02,SITE1,BUYER10,MRP,45,66.7,5x per week,1.662,163.8,163.8,1.35
SUPPLIER22,ITEM_2758,300,PIECE,0.26,77.4,9000,36.7,75,75,5,2322,SITE2,BUYER7,MRP,146,80,2x per week,9.542,19.5,19.5,37.96
SUPPLIER144,ITEM_3220,100,PIECE,0.77,77,3000,12.2,100,100,3,2310,SITE2,BUYER7,MRP,31,20.4,5x per week,9.394,77,77,23.87
SUPPLIER219,ITEM_3814,9000,EACH,0.01,72,36000,146.9,12000,12000,6,288,SITE8,BUYER11,MRP,459,100,3x per week,1.469,120,120,4.59
SUPPLIER129,ITEM_3822,48,POUND,1.46,70.08,141,0.6,90,45,8,205.86,SITE1,BUYER3,MRP,6,100,2x per week,0.876,131.4,65.7,8.76
SUPPLIER15,ITEM_6451,2500,PIECE,0.03,70,20000,81.6,2500,2500,10,560,SITE1,BUYER11,MRP,214,76.9,1x per week,2.448,75,75,6.42
SUPPLIER129,ITEM_6041,2000,FOOT,0.04,70,68000,277.6,2000,2000,7,2380,SITE6,BUYER3,MRP,1224,98.3,2x per week,11.104,80,80,48.96
SUPPLIER202,ITEM_1081,100,PIECE,0.7,70,2100,8.6,100,100,6,1470,SITE2,BUYER4,MRP,28,79.4,1x per week,6.02,70,70,19.6
SUPPLIER24,ITEM_5904,50,PIECE,1.4,70,800,3.3,50,50,11,1120,SITE3,BUYER2,MRP,50,73.2,5x per week,4.62,70,70,70
SUPPLIER276,ITEM_5730,100,PIECE,0.69,69.2,500,2,100,100,10,346,SITE1,BUYER4,MRP,6,77.8,2x per week,1.38,69,69,4.14
SUPPLIER276,ITEM_5728,100,PIECE,0.69,69.2,500,2,100,100,7,346,SITE6,BUYER4,MRP,6,100,2x per week,1.38,69,69,4.14
SUPPLIER276,ITEM_5730,100,PIECE,0.69,69.2,500,2,100,100,7,346,SITE6,BUYER4,MRP,7,66.7,2x per week,1.38,69,69,4.83
SUPPLIER219,ITEM_4678,2500,PIECE,0.03,67.5,112400,458.8,2500,2500,5,3034.8,SITE2,BUYER11,MRP,723,73.3,1x per week,13.764,75,75,21.69
SUPPLIER4,ITEM_4327,2,GALLON,33.25,66.5,13,0.1,1,1,6,432.25,SITE2,BUYER2,MRP,1,85,1x per week,3.325,33.25,33.25,33.25
SUPPLIER282,ITEM_2041,1000,PIECE,0.07,66,2000,8.2,1000,1000,10,132,SITE2,BUYER3,MRP,95,83.3,1x per week,0.574,70,70,6.65
SUPPLIER67,ITEM_0551,400,PIECE,0.16,65.6,6900,28.2,50,50,10,1131.6,SITE2,BUYER6,MRP,200,81.4,5x per week,4.512,8,8,32
SUPPLIER274,ITEM_6793,500,PIECE,0.13,65,1500,6.1,500,500,10,195,SITE1,BUYER7,MRP,27,100,1x per week,0.793,65,65,3.51
SUPPLIER274,ITEM_6791,500,PIECE,0.13,65,1500,6.1,500,500,11,195,SITE3,BUYER7,MRP,50,50,1x per week,0.793,65,65,6.5
SUPPLIER67,ITEM_1222,4000,PIECE,0.02,64,120000,489.8,2000,2000,10,1920,SITE2,BUYER6,MRP,2000,82,5x per week,9.796,40,40,40
SUPPLIER110,ITEM_5442,3500,PIECE,0.02,63,24500,100,2000,2000,3,441,SITE6,BUYER11,MRP,100,100,5x per week,2,40,40,2
SUPPLIER144,ITEM_3218,100,PIECE,0.61,60.6,4900,20,100,100,3,2969.4,SITE2,BUYER7,MRP,61,9.4,5x per week,12.2,61,61,37.21
SUPPLIER51,ITEM_3286,500,EACH,0.12,60.5,17500,71.4,500,500,3,2117.5,SITE2,BUYER7,MRP,271,24.3,2x per week,8.568,60,60,32.52
SUPPLIER129,ITEM_3826,46,POUND,1.3,59.8,5704,23.3,92,46,8,7415.2,SITE1,BUYER3,MRP,100,94,2x per week,30.29,119.6,59.8,130
SUPPLIER22,ITEM_1992,1000,PIECE,0.06,59,4000,16.3,1000,1000,6,236,SITE12,BUYER7,MRP,51,100,2x per week,0.978,60,60,3.06
SUPPLIER187,ITEM_5456,1248,INCH,0.05,58.66,2496,10.2,1248,1248,21,117.31,SITE3,BUYER3,MRP,214,0,5x per week,0.51,62.4,62.4,10.7
SUPPLIER135,ITEM_5446,600,PIECE,0.1,57.6,15000,61.2,1000,1000,5,1440,SITE6,BUYER11,MRP,294,88.5,5x per week,6.12,100,100,29.4
SUPPLIER83,ITEM_2033,200,PIECE,0.28,55.8,3200,13.1,600,600,15,892.8,SITE2,BUYER4,MRP,78,0,1x per week,3.668,168,168,21.84
SUPPLIER110,ITEM_2261,5000,EACH,0.01,55,60000,244.9,5000,5000,3,660,SITE10,BUYER11,MRP,449,100,5x per week,2.449,50,50,4.49
SUPPLIER35,ITEM_3290,1200,PIECE,0.05,54,14300,58.4,2500,2500,6,643.5,SITE12,BUYER7,MRP,114,100,5x per week,2.92,125,125,5.7
SUPPLIER272,ITEM_4589,2220,FOOT,0.02,53.28,14430,58.9,1110,185,10,346.32,SITE2,BUYER5,MRP,549,98.2,1x per week,1.178,22.2,3.7,10.98
SUPPLIER276,ITEM_5754,23,EACH,2.3,52.9,97,0.4,50,50,10,223.1,SITE3,BUYER4,MRP,1,100,2x per week,0.92,115,115,2.3
SUPPLIER110,ITEM_2148,2500,EACH,0.02,52.5,42500,173.5,2500,2500,1,892.5,SITE2,BUYER11,MRP,42,57.7,5x per week,3.47,50,50,0.84
SUPPLIER32,ITEM_2439,100,EACH,0.52,52.4,1300,5.3,100,100,6,681.2,SITE12,BUYER4,MRP,16,80.8,2x per week,2.756,52,52,8.32
SUPPLIER258,ITEM_2465,4000,EACH,0.01,52,12000,49,4000,4000,7,156,SITE1,BUYER3,MRP,147,100,2x per week,0.49,40,40,1.47
SUPPLIER258,ITEM_2465,4000,EACH,0.01,52,40000,163.3,4000,4000,3,520,SITE12,BUYER3,MRP,735,66.7,2x per week,1.633,40,40,7.35
SUPPLIER85,ITEM_3028,160,PIECE,0.31,50.24,6400,26.1,160,160,5,2009.6,SITE2,BUYER5,MRP,150,80.8,2x per week,8.091,49.6,49.6,46.5
SUPPLIER110,ITEM_2241,2500,EACH,0.02,50,17500,71.4,2500,2500,2,350,SITE4,BUYER11,MRP,1,100,5x per week,1.428,50,50,0.02
SUPPLIER144,ITEM_3117,100,PIECE,0.46,45.7,700,2.9,100,100,3,319.9,SITE2,BUYER7,MRP,6,8.3,1x per week,1.334,46,46,2.76
SUPPLIER144,ITEM_3093,200,PIECE,0.23,45,8600,35.1,100,100,3,1935,SITE2,BUYER7,MRP,287,19.5,5x per week,8.073,23,23,66.01
SUPPLIER22,ITEM_2759,150,PIECE,0.29,43.95,5475,22.3,75,75,5,1604.18,SITE2,BUYER7,MRP,90,85.5,2x per week,6.467,21.75,21.75,26.1
SUPPLIER272,ITEM_5452,4800,INCH,0.01,43.2,210000,857.1,1200,1200,5,1890,SITE1,BUYER5,MRP,6000,77.9,5x per week,8.571,12,12,60
SUPPLIER258,ITEM_2462,4000,EACH,0.01,40,16000,65.3,20000,4000,3,160,SITE12,BUYER3,MRP,393,50,2x per week,0.653,200,40,3.93
SUPPLIER110,ITEM_5808,2000,EACH,0.02,38,69300,282.9,1000,1000,6,1316.7,SITE1,BUYER11,MRP,655,97.7,5x per week,5.658,20,20,13.1
SUPPLIER159,ITEM_1393,1000,FOOT,0.04,38,5000,20.4,1000,1000,20,190,SITE2,BUYER11,MRP,67,100,5x per week,0.816,40,40,2.68
SUPPLIER24,ITEM_5894,90,PIECE,0.4,36,960,3.9,30,30,10,384,SITE1,BUYER2,MRP,90,83.3,5x per week,1.56,12,12,36
SUPPLIER35,ITEM_2476,200,PIECE,0.18,35.4,7200,29.4,200,200,5,1274.4,SITE2,BUYER7,MRP,74,86.5,3x per week,5.292,36,36,13.32
SUPPLIER82,ITEM_6674,1000,PIECE,0.04,35,6198,25.3,1000,1000,5,216.93,SITE1,BUYER10,MRP,1000,7.7,5x per week,1.012,40,40,40
SUPPLIER276,ITEM_5748,20,EACH,1.71,34.2,575,2.3,100,100,10,983.25,SITE3,BUYER4,MRP,9,100,2x per week,3.933,171,171,15.39
SUPPLIER276,ITEM_5732,41,PIECE,0.83,33.87,805,3.3,100,100,10,664.93,SITE3,BUYER4,MRP,9,80.3,2x per week,2.739,83,83,7.47
SUPPLIER35,ITEM_2481,200,PIECE,0.16,31.8,7000,28.6,200,200,5,1113,SITE2,BUYER7,MRP,74,89,3x per week,4.576,32,32,11.84
