Supplier,Part Number,Quantity on Hand,Item UOM,Item Cost,$ on Hand,Annual Usage Qty,Average Daily Usage Qty,Minimum Order Qty,Box Size Qty,Lead Time [Days],Annual Usage [$],Mfg_Site,Planner Code,Planning Method,Safety Stock Qty,% Received On Time,Delivery Frequency
SUPPLIER196,ITEM_2080,3000,EACH,0.07,198.00,25000.0,102.0,1000,1000,5,1650.00,SITE13,BUYER11,Min-max,,88.9,2x per week
SUPPLIER83,ITEM_1706,800,PIECE,0.25,196.80,3200.0,13.1,2800,400,10,787.20,SITE13,BUYER4,Min-max,,51.2,1x per week
SUPPLIER239,ITEM_4178,10000,PIECE,0.02,190.00,50000.0,204.1,10000,10000,7,950.00,SITE6,BUYER11,MRP,122,85.7,1x per week
SUPPLIER144,ITEM_3593,5000,PIECE,0.04,190.00,2900.0,11.8,3000,3000,11,110.20,SITE12,BUYER7,MRP,816,100.0,5x per week
SUPPLIER35,ITEM_1754,200,PIECE,0.95,189.80,1600.0,6.5,200,200,5,1518.40,SITE2,BUYER7,MRP,13,100.0,3x per week
SUPPLIER51,ITEM_3439,1000,EACH,0.19,189.00,21500.0,87.8,500,500,3,4063.50,SITE2,BUYER7,MRP,318,14.3,5x per week
SUPPLIER104,ITEM_1936,2,PIECE,94.49,188.98,17.0,0.1,1,1,13,1606.33,SITE2,BUYER4,MRP,1,83.9,5x per week
SUPPLIER104,ITEM_1937,2,PIECE,94.49,188.98,40.0,0.2,1,1,13,3779.60,SITE2,BUYER4,MRP,1,93.9,5x per week
SUPPLIER207,ITEM_2112,1000,PIECE,0.19,187.00,12000.0,49.0,1000,1000,12,2244.00,SITE10,BUYER11,MRP,343,71.4,5x per week
SUPPLIER293,ITEM_2288,5650,PIECE,0.03,186.45,219700.0,896.7,5650,5650,3,7250.10,SITE10,BUYER11,MRP,1428,95.9,1x per week
SUPPLIER205,ITEM_1028,1200,FOOT,0.16,186.00,10200.0,41.6,600,600,5,1581.00,SITE2,BUYER6,MRP,600,72.4,5x per week
SUPPLIER24,ITEM_0546,10,PIECE,18.51,185.10,1420.0,5.8,10,10,5,26284.20,SITE2,BUYER2,MRP,30,72.1,5x per week
SUPPLIER145,ITEM_6545,300,PIECE,0.61,183.00,2700.0,11.0,300,300,10,1647.00,SITE6,BUYER4,MRP,40,78.9,5x per week
SUPPLIER253,ITEM_5012,727.2,OUNCE,0.25,181.80,5575.2,22.8,242.4,242.4,6,1393.80,SITE4,BUYER2,MRP,242,81.4,1x per week
SUPPLIER155,ITEM_5477,18144,INCH,0.01,181.44,88128.0,359.7,28512,28512,5,881.28,SITE3,BUYER5,MRP,12960,100.0,5x per week
SUPPLIER35,ITEM_3184,200,PIECE,0.90,180.80,400.0,1.6,200,200,5,361.60,SITE2,BUYER7,MRP,7,75.0,2x per week
SUPPLIER246,ITEM_5726,18000,INCH,0.01,180.00,468000.0,1910.2,18000,18000,12,4680.00,SITE1,BUYER7,MRP,14224,87.8,1x per week
SUPPLIER144,ITEM_6585,5000,PIECE,0.04,180.00,125000.0,510.2,30000,30000,15,4500.00,SITE1,BUYER7,MRP,7653,72.7,5x per week
SUPPLIER32,ITEM_3482,10000,PIECE,0.02,180.00,157615.0,643.3,10000,10000,7,2837.07,SITE6,BUYER4,MRP,1808,79.5,2x per week
SUPPLIER110,ITEM_2295,30000,PIECE,0.01,180.00,160000.0,653.1,10000,10000,3,960.00,SITE10,BUYER11,MRP,10000,100.0,1x per week
SUPPLIER293,ITEM_2268,15000,EACH,0.01,180.00,307978.0,1257.1,11000,11000,7,3695.74,SITE10,BUYER11,MRP,2500,95.8,3x per week
SUPPLIER26,ITEM_6459,100,PIECE,1.79,179.00,11350.0,46.3,50,50,6,20316.50,SITE6,BUYER2,MRP,100,3.0,2x per week
SUPPLIER276,ITEM_5729,100,PIECE,1.76,176.00,700.0,2.9,100,100,10,1232.00,SITE1,BUYER4,MRP,7,100.0,2x per week
SUPPLIER258,ITEM_2546,44000,EACH,0.00,176.00,40000.0,163.3,40000,5000,3,160.00,SITE7,BUYER3,MRP,2620,100.0,2x per week
SUPPLIER32,ITEM_0035,100,EACH,1.74,173.70,150.0,0.6,50,50,6,260.55,SITE8,BUYER4,MRP,2,75.0,2x per week
SUPPLIER284,ITEM_6547,1440,PIECE,0.12,172.80,4800.0,19.6,480,480,2,576.00,SITE1,BUYER10,MRP,960,52.6,5x per week
SUPPLIER32,ITEM_0900,100,EACH,1.69,169.20,900.0,3.7,50,50,6,1522.80,SITE12,BUYER4,MRP,12,79.5,2x per week
SUPPLIER48,ITEM_0375,7000,EACH,0.02,168.00,56884.0,232.2,5000,5000,10,1365.22,SITE7,BUYER6,MRP,2500,61.3,1x per week
SUPPLIER67,ITEM_1202,800,EACH,0.21,168.00,6000.0,24.5,400,400,10,1260.00,SITE2,BUYER6,MRP,100,85.2,5x per week
SUPPLIER67,ITEM_1204,800,EACH,0.21,168.00,7600.0,31.0,400,400,10,1596.00,SITE2,BUYER6,MRP,200,92.1,5x per week
SUPPLIER225,ITEM_5702,10,PIECE,16.68,166.77,91.0,0.4,10,10,5,1517.61,SITE3,BUYER6,MRP,5,89.5,4x per week
SUPPLIER27,ITEM_1126,250,PIECE,0.66,165.75,4400.0,18.0,2000,2000,6,2917.20,SITE12,BUYER2,MRP,150,100.0,5x per week
SUPPLIER235,ITEM_3567,300,EACH,0.55,165.30,300.0,1.2,300,300,6,165.30,SITE4,BUYER7,MRP,1,100.0,1x per week
SUPPLIER145,ITEM_5896,300,PIECE,0.55,165.00,8700.0,35.5,300,300,10,4785.00,SITE1,BUYER4,MRP,125,80.0,5x per week
SUPPLIER110,ITEM_2203,2500,EACH,0.07,165.00,5000.0,20.4,2500,2500,2,330.00,SITE12,BUYER11,MRP,41,40.0,5x per week
SUPPLIER232,ITEM_5709,10,PIECE,16.44,164.40,15.0,0.1,5,5,5,246.60,SITE6,BUYER6,MRP,5,100.0,3x per week
SUPPLIER110,ITEM_2180,10000,EACH,0.02,160.00,132500.0,540.8,5000,5000,1,2120.00,SITE2,BUYER11,MRP,1061,90.0,5x per week
SUPPLIER165,ITEM_2755,2000,PIECE,0.08,160.00,8000.0,32.7,8000,8000,17,640.00,SITE2,BUYER12,MRP,667,0.0,5x per week
SUPPLIER45,ITEM_5436,400,PIECE,0.40,160.00,1000.0,4.1,200,200,56,400.00,SITE3,BUYER2,MRP,400,57.1,1x per week
SUPPLIER4,ITEM_4574,5,GALLON,31.71,158.55,70.0,0.3,5,5,7,2219.70,SITE4,BUYER2,MRP,4,93.8,1x per week
SUPPLIER35,ITEM_3249,1500,EACH,0.11,157.50,12000.0,49.0,1500,1500,5,1260.00,SITE2,BUYER7,MRP,115,94.1,5x per week
SUPPLIER32,ITEM_2442,300,EACH,0.52,157.20,1600.0,6.5,100,100,7,838.40,SITE10,BUYER4,MRP,200,93.5,2x per week
SUPPLIER205,ITEM_1027,1200,FOOT,0.13,157.20,12600.0,51.4,600,600,5,1650.60,SITE2,BUYER6,MRP,600,75.0,5x per week
SUPPLIER276,ITEM_5988,27,EACH,5.78,156.06,123.0,0.5,20,20,10,710.94,SITE3,BUYER4,MRP,1,90.9,2x per week
SUPPLIER129,ITEM_3807,3000,EACH,0.05,156.00,24000.0,98.0,3000,3000,4,1248.00,SITE4,BUYER3,MRP,147,92.3,2x per week
SUPPLIER26,ITEM_1478,100,PIECE,1.56,156.00,1800.0,7.3,50,50,6,2808.00,SITE10,BUYER2,MRP,50,1.4,2x per week
SUPPLIER35,ITEM_1763,200,PIECE,0.77,154.80,10600.0,43.3,200,200,5,8204.40,SITE2,BUYER7,MRP,130,94.7,5x per week
SUPPLIER26,ITEM_1486,100,PIECE,1.55,154.50,500.0,2.0,50,50,6,772.50,SITE10,BUYER2,MRP,12,77.8,2x per week
SUPPLIER35,ITEM_3299,600,EACH,0.26,153.00,40200.0,164.1,600,300,6,10251.00,SITE4,BUYER7,MRP,481,100.0,5x per week
SUPPLIER196,ITEM_1958,1000,PIECE,0.15,153.00,19000.0,77.6,1000,1000,15,2907.00,SITE2,BUYER11,MRP,300,35.3,2x per week
SUPPLIER187,ITEM_5591,4500,PIECE,0.03,153.00,40500.0,165.3,3000,1500,5,1377.00,SITE3,BUYER3,MRP,1500,100.0,5x per week
SUPPLIER171,ITEM_6011,500,PIECE,0.30,150.00,5500.0,22.4,500,500,19,1650.00,SITE6,BUYER7,MRP,250,78.9,5x per week
SUPPLIER144,ITEM_3265,50,PIECE,2.96,148.10,350.0,1.4,50,50,3,1036.70,SITE2,BUYER7,MRP,3,61.1,5x per week
SUPPLIER110,ITEM_2317,2500,PIECE,0.06,147.50,40000.0,163.3,2500,2500,6,2360.00,SITE1,BUYER11,MRP,100,100.0,5x per week
SUPPLIER35,ITEM_3182,80,PIECE,1.81,145.04,560.0,2.3,80,80,5,1015.28,SITE2,BUYER7,MRP,5,100.0,5x per week
SUPPLIER287,ITEM_5536,1000,PIECE,0.15,145.00,1000.0,4.1,2000,2000,5,145.00,SITE1,BUYER4,MRP,100,100.0,5x per week
SUPPLIER110,ITEM_2144,5000,EACH,0.03,145.00,15000.0,61.2,5000,5000,1,435.00,SITE13,BUYER11,Min-max,,100.0,5x per week
SUPPLIER272,ITEM_4691,6000,FOOT,0.02,144.00,24000.0,98.0,6000,6000,5,576.00,SITE2,BUYER5,MRP,436,83.3,1x per week
SUPPLIER83,ITEM_2371,600,EACH,0.24,144.00,4200.0,17.1,600,600,5,1008.00,SITE2,BUYER4,MRP,44,0.0,1x per week
SUPPLIER187,ITEM_5690,3120,INCH,0.05,143.52,6240.0,25.5,3120,3120,21,287.04,SITE3,BUYER3,MRP,535,50.0,5x per week
SUPPLIER276,ITEM_2646,50,EACH,2.87,143.50,270.0,1.1,50,50,6,774.90,SITE8,BUYER4,MRP,3,100.0,2x per week
SUPPLIER9,ITEM_5537,1000,PIECE,0.14,141.00,3000.0,12.2,1000,1000,10,423.00,SITE1,BUYER1,MRP,12,75.0,1x per week
SUPPLIER129,ITEM_3729,200,EACH,0.70,140.00,6200.0,25.3,100,100,3,4340.00,SITE2,BUYER3,MRP,84,70.9,2x per week
SUPPLIER202,ITEM_1087,200,PIECE,0.70,140.00,800.0,3.3,100,100,6,560.00,SITE2,BUYER4,MRP,12,90.0,1x per week
SUPPLIER258,ITEM_2550,35000,EACH,0.00,140.00,835000.0,3408.2,30000,30000,3,3340.00,SITE12,BUYER3,MRP,10953,80.4,2x per week
SUPPLIER110,ITEM_2191,10000,PIECE,0.01,140.00,60000.0,244.9,10000,10000,2,840.00,SITE12,BUYER11,MRP,490,100.0,5x per week
SUPPLIER22,ITEM_2721,75,PIECE,1.84,138.08,2475.0,10.1,150,150,5,4556.48,SITE2,BUYER7,MRP,29,96.9,2x per week
SUPPLIER22,ITEM_3340,75,EACH,1.83,137.10,3525.0,14.4,75,75,5,6443.70,SITE2,BUYER7,MRP,52,94.8,2x per week
SUPPLIER278,ITEM_2012,300,PIECE,0.45,135.90,13000.0,53.1,100,100,5,5889.00,SITE2,BUYER12,MRP,105,62.0,1x per week
SUPPLIER239,ITEM_5884,1000,PIECE,0.14,135.00,15000.0,61.2,4000,4000,10,2025.00,SITE1,BUYER11,MRP,159,85.7,1x per week
SUPPLIER110,ITEM_2134,7500,EACH,0.02,135.00,120000.0,489.8,2500,2500,3,2160.00,SITE10,BUYER11,MRP,816,100.0,5x per week
SUPPLIER85,ITEM_5472,1600,FOOT,0.08,134.40,5600.0,22.9,800,800,10,470.40,SITE1,BUYER5,MRP,1600,100.0,2x per week
SUPPLIER35,ITEM_2487,200,PIECE,0.67,133.20,1200.0,4.9,200,200,5,799.20,SITE2,BUYER7,MRP,18,100.0,3x per week
SUPPLIER187,ITEM_5678,7800,INCH,0.02,132.60,70200.0,286.5,7800,7800,5,1193.40,SITE3,BUYER3,MRP,1560,100.0,5x per week
SUPPLIER32,ITEM_6107,1000,PIECE,0.13,132.00,4000.0,16.3,1000,1000,7,528.00,SITE6,BUYER4,MRP,49,57.1,2x per week
SUPPLIER103,ITEM_1940,4,PIECE,33.00,132.00,16.0,0.1,1,1,30,528.00,SITE2,BUYER4,MRP,1,63.2,1x per week
SUPPLIER35,ITEM_2486,200,PIECE,0.66,131.80,3200.0,13.1,200,200,5,2108.80,SITE2,BUYER7,MRP,40,94.3,3x per week
SUPPLIER35,ITEM_2485,200,PIECE,0.65,130.60,6200.0,25.3,200,200,5,4048.60,SITE2,BUYER7,MRP,67,95.4,3x per week
SUPPLIER274,ITEM_6787,1000,PIECE,0.13,130.00,9000.0,36.7,500,500,10,1170.00,SITE1,BUYER7,MRP,318,95.8,1x per week
SUPPLIER110,ITEM_2159,10000,PIECE,0.01,130.00,140000.0,571.4,10000,10000,3,1820.00,SITE10,BUYER11,MRP,1143,100.0,5x per week
SUPPLIER110,ITEM_2176,13000,EACH,0.01,130.00,286000.0,1167.3,13000,13000,1,2860.00,SITE2,BUYER11,MRP,3184,100.0,5x per week
SUPPLIER274,ITEM_6788,1000,PIECE,0.13,130.00,5000.0,20.4,500,500,11,650.00,SITE3,BUYER7,MRP,400,80.0,1x per week
SUPPLIER110,ITEM_2184,5000,EACH,0.03,130.00,70000.0,285.7,5000,5000,2,1820.00,SITE12,BUYER11,MRP,531,96.2,5x per week
SUPPLIER144,ITEM_3122,100,PIECE,1.28,127.70,2400.0,9.8,100,100,3,3064.80,SITE2,BUYER7,MRP,23,6.5,2x per week
SUPPLIER144,ITEM_1813,600,PIECE,0.21,127.20,1000.0,4.1,200,200,11,212.00,SITE4,BUYER7,MRP,29,57.1,3x per week
SUPPLIER186,ITEM_5491,7020,INCH,0.02,126.36,105300.0,429.8,7020,7020,6,1895.40,SITE6,BUYER10,MRP,7020,85.3,5x per week
SUPPLIER231,ITEM_5830,1375,PIECE,0.09,125.13,5725.0,23.4,2000,2000,5,520.98,SITE3,BUYER6,MRP,200,33.3,3x per week
SUPPLIER110,ITEM_2298,2500,EACH,0.05,125.00,12500.0,51.0,100,100,6,625.00,SITE12,BUYER11,MRP,300,100.0,1x per week
SUPPLIER29,ITEM_6711,100,PIECE,1.25,124.60,700.0,2.9,100,100,10,872.20,SITE3,BUYER2,MRP,5,80.0,2x per week
SUPPLIER235,ITEM_3569,300,PIECE,0.42,124.50,900.0,3.7,300,300,6,373.50,SITE4,BUYER7,MRP,7,80.0,1x per week
SUPPLIER67,ITEM_1390,200,EACH,0.61,122.80,3300.0,13.5,100,100,10,2026.20,SITE2,BUYER6,MRP,50,84.7,5x per week
SUPPLIER110,ITEM_2340,3500,EACH,0.04,122.50,10500.0,42.9,3500,3500,1,367.50,SITE13,BUYER11,Min-max,,100.0,5x per week
SUPPLIER24,ITEM_0971,53,EACH,2.31,122.43,503.0,2.1,10,10,5,1161.93,SITE2,BUYER2,Manual,,60.9,5x per week
SUPPLIER103,ITEM_1938,3,PIECE,40.70,122.10,5.0,0.0,1,1,30,203.50,SITE2,BUYER4,MRP,1,36.4,1x per week
SUPPLIER276,ITEM_5945,20,EACH,6.09,121.80,100.0,0.4,20,20,10,609.00,SITE1,BUYER4,MRP,1,80.0,2x per week
SUPPLIER51,ITEM_3478,325,EACH,0.37,120.90,13975.0,57.0,325,325,3,5198.70,SITE2,BUYER7,MRP,199,28.7,5x per week
SUPPLIER117,ITEM_5638,350,PIECE,0.35,120.75,350.0,1.4,350,350,6,120.75,SITE3,BUYER1,MRP,4,100.0,1x per week
SUPPLIER239,ITEM_4159,7100,EACH,0.02,120.70,63900.0,260.8,7100,7100,6,1086.30,SITE4,BUYER11,MRP,1935,100.0,1x per week
SUPPLIER258,ITEM_2541,40000,EACH,0.00,120.00,300000.0,1224.5,80000,5000,2,900.00,SITE2,BUYER3,MRP,3999,11.1,2x per week
SUPPLIER196,ITEM_1805,5000,PIECE,0.02,120.00,40000.0,163.3,5000,5000,6,960.00,SITE12,BUYER11,MRP,490,78.6,2x per week
SUPPLIER110,ITEM_2135,10000,EACH,0.01,120.00,45000.0,183.7,10000,10000,2,540.00,SITE8,BUYER11,MRP,449,100.0,5x per week
SUPPLIER22,ITEM_2760,375,PIECE,0.32,119.25,21150.0,86.3,75,75,5,6725.70,SITE2,BUYER7,MRP,222,84.8,2x per week
SUPPLIER67,ITEM_0525,400,PIECE,0.29,117.20,5100.0,20.8,100,100,10,1494.30,SITE2,BUYER6,MRP,300,86.2,5x per week
SUPPLIER35,ITEM_2502,200,PIECE,0.58,115.60,400.0,1.6,200,200,6,231.20,SITE12,BUYER7,MRP,4,100.0,5x per week
SUPPLIER239,ITEM_4153,11,ROLL,10.50,115.50,36.0,0.1,24,12,5,378.00,SITE3,BUYER11,MRP,8,100.0,1x per week
SUPPLIER225,ITEM_5844,18,PIECE,6.41,115.45,25.0,0.1,10,10,5,160.35,SITE3,BUYER6,Min-max,,100.0,4x per week
SUPPLIER110,ITEM_2142,5000,EACH,0.02,115.00,10000.0,40.8,5000,5000,2,230.00,SITE12,BUYER11,MRP,41,100.0,5x per week
SUPPLIER276,ITEM_5746,100,EACH,1.15,115.00,100.0,0.4,100,100,12,115.00,SITE6,BUYER4,MRP,5,100.0,2x per week
SUPPLIER276,ITEM_5777,50,PIECE,2.29,114.50,3000.0,12.2,50,50,10,6870.00,SITE3,BUYER4,MRP,39,87.2,2x per week
SUPPLIER110,ITEM_5808,6000,EACH,0.02,114.00,114000.0,465.3,1000,1000,4,2166.00,SITE6,BUYER11,MRP,1550,100.0,5x per week
SUPPLIER110,ITEM_2208,2500,EACH,0.05,112.50,15000.0,61.2,2500,2500,1,675.00,SITE2,BUYER11,MRP,41,100.0,5x per week
SUPPLIER24,ITEM_5869,28,PIECE,3.98,111.44,99.0,0.4,30,30,11,394.02,SITE3,BUYER2,MRP,20,66.7,5x per week
SUPPLIER32,ITEM_2438,50,EACH,2.21,110.70,100.0,0.4,50,50,6,221.40,SITE12,BUYER4,MRP,1,100.0,2x per week
SUPPLIER284,ITEM_6510,18432,INCH,0.01,110.59,73728.0,300.9,18432,18432,7,442.37,SITE3,BUYER10,MRP,4800,50.0,5x per week
SUPPLIER110,ITEM_2175,10000,EACH,0.01,110.00,660000.0,2693.9,10000,10000,1,7260.00,SITE2,BUYER11,MRP,1583,86.1,5x per week
SUPPLIER10,ITEM_6560,2000,PIECE,0.06,110.00,46000.0,187.8,500,500,10,2530.00,SITE3,BUYER1,MRP,429,57.6,2x per week
SUPPLIER276,ITEM_5945,18,EACH,6.09,109.62,24.0,0.1,20,20,10,146.16,SITE3,BUYER4,MRP,1,100.0,2x per week
SUPPLIER24,ITEM_0380,20,PIECE,5.37,107.44,160.0,0.7,10,10,7,859.52,SITE10,BUYER2,MRP,2,66.7,5x per week
SUPPLIER196,ITEM_5803,50,EACH,2.14,107.00,50.0,0.2,50,50,21,107.00,SITE3,BUYER11,MRP,10,100.0,2x per week
SUPPLIER32,ITEM_2446,50,EACH,2.11,105.70,1500.0,6.1,50,50,6,3171.00,SITE4,BUYER4,MRP,20,81.7,2x per week
SUPPLIER32,ITEM_2443,50,EACH,2.11,105.70,400.0,1.6,50,50,7,845.60,SITE10,BUYER4,MRP,4,92.3,2x per week
SUPPLIER32,ITEM_2447,50,EACH,2.11,105.70,100.0,0.4,50,50,6,211.40,SITE12,BUYER4,MRP,1,100.0,2x per week
SUPPLIER144,ITEM_3222,200,PIECE,0.52,104.80,5600.0,22.9,100,100,3,2934.40,SITE2,BUYER7,MRP,123,11.9,5x per week
SUPPLIER24,ITEM_0390,20,PIECE,5.23,104.60,80.0,0.3,10,10,7,418.40,SITE10,BUYER2,MRP,10,88.9,5x per week
SUPPLIER35,ITEM_4376,2000,PIECE,0.05,104.00,40000.0,163.3,2000,2000,7,2080.00,SITE10,BUYER7,MRP,414,100.0,5x per week
SUPPLIER92,ITEM_6573,2200,PIECE,0.05,103.40,33200.0,135.5,2200,2200,12,1560.40,SITE6,BUYER3,MRP,720,94.7,1x per week
SUPPLIER85,ITEM_4875,360,FOOT,0.29,103.32,4680.0,19.1,360,360,5,1343.16,SITE2,BUYER5,MRP,189,84.2,2x per week
SUPPLIER276,ITEM_5743,50,PIECE,2.04,102.00,450.0,1.8,50,50,10,918.00,SITE1,BUYER4,MRP,20,66.7,2x per week
SUPPLIER22,ITEM_2744,75,PIECE,1.36,101.93,4875.0,19.9,75,75,5,6625.13,SITE2,BUYER7,MRP,51,92.6,2x per week
SUPPLIER144,ITEM_5883,1000,PIECE,0.10,100.00,6000.0,24.5,1000,1000,15,600.00,SITE1,BUYER7,MRP,250,20.0,5x per week
SUPPLIER258,ITEM_2474,25000,EACH,0.00,100.00,390000.0,1591.8,20000,5000,3,1560.00,SITE12,BUYER3,MRP,3858,66.1,2x per week
SUPPLIER110,ITEM_2232,880,EACH,0.11,99.44,1600.0,6.5,1500,1500,2,180.80,SITE8,BUYER11,MRP,1,100.0,5x per week
SUPPLIER32,ITEM_0039,50,EACH,1.94,96.85,150.0,0.6,50,50,6,290.55,SITE8,BUYER4,MRP,5,100.0,2x per week
SUPPLIER231,ITEM_5470,5,PIECE,19.26,96.30,25.0,0.1,5,5,4,481.50,SITE1,BUYER6,MRP,1,100.0,3x per week
SUPPLIER202,ITEM_1089,200,PIECE,0.48,96.00,7600.0,31.0,100,100,6,3648.00,SITE2,BUYER4,MRP,100,68.7,1x per week
SUPPLIER32,ITEM_1428,20,EACH,4.74,94.80,320.0,1.3,20,20,6,1516.80,SITE8,BUYER4,MRP,5,59.4,2x per week
SUPPLIER196,ITEM_1384,100,EACH,0.95,94.80,1300.0,5.3,100,100,6,1232.40,SITE12,BUYER11,MRP,16,68.0,2x per week
SUPPLIER35,ITEM_2478,400,PIECE,0.24,94.00,13600.0,55.5,200,200,5,3196.00,SITE2,BUYER7,MRP,171,87.1,3x per week
SUPPLIER219,ITEM_3814,11750,EACH,0.01,94.00,259500.0,1059.2,12000,12000,11,2076.00,SITE3,BUYER11,MRP,6098,95.0,3x per week
SUPPLIER186,ITEM_5418,3120,INCH,0.03,93.60,6240.0,25.5,3120,3120,15,187.20,SITE6,BUYER10,MRP,1560,0.0,5x per week
SUPPLIER22,ITEM_2732,150,PIECE,0.62,93.60,3825.0,15.6,75,75,5,2386.80,SITE2,BUYER7,MRP,53,93.8,2x per week
SUPPLIER276,ITEM_5738,100,PIECE,0.93,93.20,850.0,3.5,50,50,7,792.20,SITE6,BUYER4,MRP,10,89.7,2x per week
SUPPLIER239,ITEM_4281,3100,PIECE,0.03,93.00,9000.0,36.7,3000,3000,10,270.00,SITE13,BUYER11,Min-max,,75.2,1x per week
SUPPLIER246,ITEM_5230,125,PIECE,0.74,92.75,1625.0,6.6,125,125,7,1205.75,SITE2,BUYER7,MRP,47,54.2,5x per week
SUPPLIER110,ITEM_2210,4000,EACH,0.02,92.00,124000.0,506.1,4000,4000,2,2852.00,SITE4,BUYER11,MRP,371,100.0,5x per week
SUPPLIER178,ITEM_1990,20,PIECE,4.60,92.00,150.0,0.6,20,1,11,690.00,SITE8,BUYER4,MRP,3,100.0,5x per week
SUPPLIER276,ITEM_5739,50,PIECE,1.82,91.00,700.0,2.9,50,50,10,1274.00,SITE1,BUYER4,MRP,7,90.9,2x per week
SUPPLIER239,ITEM_4287,3000,PIECE,0.03,90.00,7110.0,29.0,100,100,10,213.30,SITE13,BUYER11,Min-max,,100.0,1x per week
SUPPLIER239,ITEM_4290,3000,PIECE,0.03,90.00,6000.0,24.5,3000,3000,10,180.00,SITE13,BUYER11,Min-max,,100.0,1x per week
SUPPLIER239,ITEM_4295,3000,EACH,0.03,90.00,9000.0,36.7,3000,3000,10,270.00,SITE13,BUYER11,Min-max,,100.0,1x per week
SUPPLIER239,ITEM_4301,3000,EACH,0.03,90.00,18000.0,73.5,3000,3000,10,540.00,SITE13,BUYER11,Min-max,,100.0,1x per week
SUPPLIER35,ITEM_3312,300,EACH,0.30,88.50,2550.0,10.4,150,150,6,752.25,SITE4,BUYER7,MRP,29,100.0,5x per week
SUPPLIER187,ITEM_5697,1500,PIECE,0.06,85.50,6750.0,27.6,375,375,5,384.75,SITE3,BUYER3,MRP,750,88.6,5x per week
SUPPLIER67,ITEM_1200,400,EACH,0.21,84.00,12000.0,49.0,400,400,10,2520.00,SITE2,BUYER6,MRP,200,79.7,5x per week
SUPPLIER67,ITEM_1207,400,EACH,0.21,84.00,4400.0,18.0,400,400,10,924.00,SITE2,BUYER6,MRP,100,94.4,5x per week
SUPPLIER16,ITEM_6441,3000,EACH,0.03,84.00,51000.0,208.2,3000,3000,5,1428.00,SITE3,BUYER11,MRP,400,94.1,5x per week
SUPPLIER201,ITEM_4853,756,FOOT,0.11,83.16,71172.0,290.5,1296,1296,5,7828.92,SITE9,BUYER2,Min-max,,40.4,2x per week
SUPPLIER276,ITEM_5734,100,PIECE,0.83,82.60,804.0,3.3,100,100,10,664.10,SITE3,BUYER4,MRP,10,56.3,2x per week
SUPPLIER112,ITEM_2287,1500,EACH,0.06,82.50,3000.0,12.2,1500,1500,5,165.00,SITE2,BUYER11,MRP,100,0.0,2x per month
SUPPLIER239,ITEM_4133,1000,PIECE,0.08,80.00,5000.0,20.4,1000,1000,7,400.00,SITE6,BUYER11,MRP,98,91.7,1x per week
SUPPLIER239,ITEM_4133,1000,PIECE,0.08,80.00,39400.0,160.8,1000,1000,5,3152.00,SITE13,BUYER11,Min-max,,100.0,1x per week
SUPPLIER35,ITEM_3255,5000,PIECE,0.02,80.00,75000.0,306.1,5000,5000,5,1200.00,SITE2,BUYER7,MRP,694,87.5,5x per week
SUPPLIER144,ITEM_3094,300,PIECE,0.26,78.90,8100.0,33.1,100,100,3,2130.30,SITE2,BUYER7,MRP,275,17.1,5x per week
SUPPLIER186,ITEM_5412,2808,INCH,0.03,78.62,13572.0,55.4,5460,5460,15,380.02,SITE1,BUYER10,MRP,45,66.7,5x per week
SUPPLIER22,ITEM_2758,300,PIECE,0.26,77.40,9000.0,36.7,75,75,5,2322.00,SITE2,BUYER7,MRP,146,80.0,2x per week
SUPPLIER144,ITEM_3220,100,PIECE,0.77,77.00,3000.0,12.2,100,100,3,2310.00,SITE2,BUYER7,MRP,31,20.4,5x per week
SUPPLIER46,ITEM_2563,18000,EACH,0.00,72.00,27000.0,110.2,18000,9000,4,108.00,SITE6,BUYER3,MRP,1764,75.0,2x per week
SUPPLIER219,ITEM_3814,9000,EACH,0.01,72.00,36000.0,146.9,12000,12000,6,288.00,SITE8,BUYER11,MRP,459,100.0,3x per week
SUPPLIER129,ITEM_3822,48,POUND,1.46,70.08,141.0,0.6,90,45,8,205.86,SITE1,BUYER3,MRP,6,100.0,2x per week
SUPPLIER15,ITEM_6451,2500,PIECE,0.03,70.00,20000.0,81.6,2500,2500,10,560.00,SITE1,BUYER11,MRP,214,76.9,1x per week
SUPPLIER129,ITEM_6041,2000,FOOT,0.04,70.00,68000.0,277.6,2000,2000,7,2380.00,SITE6,BUYER3,MRP,1224,98.3,2x per week
SUPPLIER202,ITEM_1081,100,PIECE,0.70,70.00,2100.0,8.6,100,100,6,1470.00,SITE2,BUYER4,MRP,28,79.4,1x per week
SUPPLIER24,ITEM_5904,50,PIECE,1.40,70.00,800.0,3.3,50,50,11,1120.00,SITE3,BUYER2,MRP,50,73.2,5x per week
SUPPLIER276,ITEM_5730,100,PIECE,0.69,69.20,500.0,2.0,100,100,10,346.00,SITE1,BUYER4,MRP,6,77.8,2x per week
SUPPLIER276,ITEM_5728,100,PIECE,0.69,69.20,500.0,2.0,100,100,7,346.00,SITE6,BUYER4,MRP,6,100.0,2x per week
SUPPLIER276,ITEM_5730,100,PIECE,0.69,69.20,500.0,2.0,100,100,7,346.00,SITE6,BUYER4,MRP,7,66.7,2x per week
